Date,S&P500,AAL,ALGT,ALK,DAL,HA,LUV,BCS,CS,DB,GS,MS,WFC,BHC,JNJ,MRK,PFE,RHHBY,UNH,AAPL,AMZN,FB,GOOG,IBM,MSFT
01-10-2015,1923.819946,39.200001,217.979996,80.230003,45.41,24.73,38.41,15.01,24.09,26.52,176.020004,31.5,51.439999,179.600006,93.16999799999999,49.369999,31.84,33.220001,116.610001,27.395,520.719971,90.949997,611.289978,143.58999599999999,44.610001000000004
02-10-2015,1951.359985,38.630001,215.58999599999999,79.260002,44.869999,24.280001000000002,38.380001,15.39,24.639999,27.139999,177.009995,31.43,51.259997999999996,182.320007,93.93,50.139998999999996,33.080002,33.32,118.83000200000001,27.594998999999998,532.539978,92.07,626.909973,144.580002,45.57
05-10-2015,1987.050049,40.189999,216.059998,80.910004,46.959998999999996,25.5,39.299999,15.6,25.16,28.200001,180.699997,32.290001000000004,52.41,163.46000700000002,94.760002,51.23,33.48,33.439999,119.650002,27.695,543.679993,94.010002,641.469971,149.03999299999998,46.630001
06-10-2015,1979.9200440000002,38.130001,208.600006,74.529999,45.09,24.25,38.0,15.55,25.379998999999998,28.4,180.320007,32.360001000000004,52.029999,166.0,93.41999799999999,49.799999,32.790001000000004,33.529999,116.050003,27.827499,537.47998,92.800003,645.4400019999999,148.779999,46.75
07-10-2015,1995.8299559999998,39.310001,213.83999599999999,75.970001,45.990002000000004,24.559998999999998,38.709998999999996,15.73,25.32,28.790001,182.229996,32.93,52.189999,169.830002,94.980003,50.950001,33.290001000000004,32.549999,116.43,27.695,541.9400019999999,92.400002,642.3599849999999,150.08999599999999,46.799999
08-10-2015,2013.430054,39.740002000000004,212.66000400000001,75.760002,45.959998999999996,26.09,38.759997999999996,15.81,24.530001000000002,28.389999,181.070007,32.990002000000004,52.540001000000004,171.169998,95.08000200000001,51.02,33.09,33.25,116.08000200000001,27.375,533.159973,92.470001,639.159973,152.279999,47.450001
09-10-2015,2014.890015,42.419998,217.67999300000002,75.91999799999999,47.209998999999996,27.290001,39.939999,15.71,24.77,29.34,179.190002,32.720001,52.139998999999996,175.940002,95.370003,50.950001,33.240002000000004,32.860001000000004,119.269997,28.030001000000002,539.799988,93.239998,643.6099849999999,152.389999,47.110001000000004
12-10-2015,2017.459961,43.84,227.86000099999998,77.989998,48.5,28.129998999999998,41.220001,15.73,25.08,29.139999,180.229996,32.799999,52.18,173.850006,95.989998,50.709998999999996,33.220001,33.0,122.510002,27.9,550.1900019999999,94.260002,646.669983,151.139999,47.0
13-10-2015,2003.689941,43.41,218.92999300000002,73.91999799999999,47.73,28.290001,40.82,15.16,24.780001000000002,28.780001000000002,180.970001,32.610001000000004,51.860001000000004,166.5,95.449997,49.470001,32.98,33.18,123.989998,27.9475,548.900024,94.120003,652.299988,149.619995,46.889998999999996
14-10-2015,1994.2399899999998,43.799999,214.830002,73.449997,48.59,27.809998999999998,40.84,15.11,24.809998999999998,28.9,179.509995,32.540001000000004,51.5,177.28999299999998,94.529999,49.540001000000004,33.040001000000004,33.02,122.07,27.5525,544.830017,94.07,651.159973,150.009995,46.68
15-10-2015,2023.859985,44.459998999999996,216.520004,75.980003,48.93,29.25,41.240002000000004,15.47,25.26,29.290001,184.96000700000002,33.610001000000004,52.689999,168.869995,97.150002,50.720001,34.080002,33.560001,120.16999799999999,27.965,562.4400019999999,95.959999,661.73999,150.08999599999999,47.009997999999996
16-10-2015,2033.109985,43.709998999999996,214.75,75.83000200000001,49.119999,29.610001,40.560001,15.59,25.780001000000002,29.58,185.179993,33.950001,52.880001,177.559998,98.239998,51.48,34.41,34.18,119.980003,27.76,570.76001,97.540001,662.200012,150.389999,47.509997999999996
19-10-2015,2033.660034,44.450001,219.94999700000002,76.870003,50.27,31.0,41.41,15.74,25.76,30.299999,185.740005,32.32,52.560001,163.830002,97.940002,51.400002,34.5,33.950001,120.730003,27.932501000000002,573.150024,98.470001,666.099976,149.220001,47.619999
20-10-2015,2030.77002,44.790001000000004,217.66000400000001,76.489998,50.150002,31.370001000000002,41.380001,15.6,25.959999,30.120001000000002,185.509995,32.25,53.080002,146.740005,97.589996,50.389998999999996,34.0,33.5,120.41999799999999,28.442498999999998,560.880005,97.0,650.280029,140.639999,47.77
21-10-2015,2018.939941,44.310001,215.97000099999997,74.730003,49.439999,32.869999,41.040001000000004,15.22,24.98,29.799999,179.699997,31.48,53.119999,118.610001,97.629997,50.59,33.459998999999996,33.029999,118.110001,28.440001000000002,555.77002,97.110001,642.6099849999999,140.919998,47.200001
